0.075671;0.55191;1.3507e-006;0;0;0.15514;0.051263;3.9171e-005;0;0;0.0012251;0.0010806;0;0;0;0;0;0.0003755;0;0;0;0.041815;0.029327;1.0806e-005;0;0;0.016518;0.042478;0;0;0;0.0058703;0;0;0;0;0;1.3507e-006;8.3745e-005;0;0;0;0.007094;0.0051395;0;0;0;0.012232;0;0;0;0;0;0;0;0;0;0;0;2.7015e-006;0;0;0
0.38452;0.27348;0.0055129;0;0;0.044093;0.079363;0.00048584;0;0;0;4.6418e-006;0;0;0;0;0;8.9742e-005;3.0945e-006;0;0;0.0068374;0.074814;0.0062138;0;0;0.013274;0.041366;0;0;0;5.8796e-005;0;0;0;0;0;0;8.6647e-005;0;0;0;0.010774;0.024481;0;0;0;0.018586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.55463;0.024327;4.9819e-005;0;0.018512;0.16148;0.10489;0.00013813;0;0;0.00074502;0.00052536;0;0;0;0;0.00738;0.00024909;0;0;0.0026653;0.034357;0.074391;0.00016531;0;1.8116e-005;0.0031069;0.012154;0;0;0;9.2844e-005;0;0;0;0;0;0;2.2645e-006;0;0;0;3.6232e-005;7.9257e-005;0;0;0;2.2645e-006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.91672;0.015624;5.6202e-006;0;2.2481e-005;0.020649;0.022298;0;0;0;0.007028;0.0012926;0;0;0;5.0582e-005;9.8353e-005;3.9341e-005;0;0;6.4632e-005;0.0015371;0.0013517;0;0;2.8101e-006;0.0057185;0.0062272;0;0;0;0.0010594;0;0;0;0;0;0;0;0;0;5.6202e-006;7.0252e-005;1.124e-005;0;0;0;0.00012083;0;0;0;0;0;0;0;0;0;0;0;2.8101e-006;0;0;0
0.66234;0.19098;0.014911;0;0;0;0.013525;0;0.084646;0.0033284;0;0;0;0.0039773;0.0080949;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6747e-005;0.00019468;0;0;0;0;0;0.0056666;0.011486;0;0;0;0;0;0.00032237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0933e-006;7.3266e-005;0;0;0;0
0.27994;0.23201;0.01781;1.3894e-005;1.491e-005;0.055501;0.050669;0.0027208;0;0;0.00045171;0.00022433;0;0;0;0;0.00010369;0.0022277;0.0038113;6.7774e-007;3.7614e-005;0.028739;0.076002;0.016474;0;6.8452e-005;0.072943;0.043466;0;0;6.7774e-007;0.002773;0;0;0;0;0;9.8611e-005;1.5249e-005;1.6943e-006;0;8.9461e-005;0.01999;0.016392;0;0;0.00060861;0.04807;0;0;0;0;0;0;0;0;0;0;8.8106e-006;2.0332e-006;0;0;3.5581e-005
0.79054;0.0045312;4.3056e-007;0;0.025941;0.01983;0.00076834;0;0;0;3.9181e-005;0;0;0;0;0;0.00012228;2.1528e-007;0;0;0.0022402;0.049138;0.0066496;0;0;0.00068093;0.015456;0.0010758;0;0;0;0.00013261;0;0;0;0;0;0.00052894;8.6112e-007;0;0;0.0018837;0.023259;0.0052903;0;0;0.00047254;0.013915;0;0;0;0;0;0;0;0;0;0;0.0011248;2.1528e-007;0;0;0.001973
0.53179;0.078471;0.00015404;0;0.00018056;0.039799;0.0063081;0.00023737;0;0;2.6515e-005;5.303e-005;0;0;0;0;0.00099116;0.0044053;0;0;5.303e-005;0.11482;0.064524;0.00022601;0;0.00056818;0.091245;0.017341;0;0;0;0.00080429;0;0;0;0;0;8.8384e-006;1.8939e-005;0;0;3.0303e-005;0.028659;0.0065025;0;0;9.596e-005;0.008072;0;0;0;0;0;0;0;0;0;0;1.2626e-006;1.2626e-006;0;0;8.8384e-006
0.78974;0.059275;0;0;0;0.05285;0.0076123;0;0;0;5.3233e-006;0;0;0;0;0;0;0;0;0;0;0.013479;0.021362;8.5173e-005;0;0;0.018317;0.0096032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009369;0.011552;0;0;0;0.014474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.67156;0.04322;0.00043518;0;0.0010127;0.05611;0.048581;0.0035032;0;3.904e-005;0.017431;0.016253;0;0;0;2.4113e-005;0;1.1482e-006;0;0;1.1482e-006;0.0017373;0.001859;0.00016534;0;9.5302e-005;0.017917;0.046977;0;0;0;0.020046;0;0;0;0;0;0;0;0;0;0;8.4968e-005;0.00081639;0;0;1.1482e-006;0.043276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
