0.82491;0.080641;0;0.067172;1.3507e-006;8.3745e-005;0
0.70902;0.16639;0;0.054704;0;8.6647e-005;0
0.8036;0.17963;1.8116e-005;0.016624;2.2645e-006;0;3.6232e-005
0.95475;0.023655;2.8101e-006;0.021376;0;0;5.6202e-006
0.86686;0.10308;0;0.029547;0;0;0
0.59858;0.1675;6.8452e-005;0.11986;9.8611e-005;1.6943e-005;8.9461e-005
0.89235;0.0074184;0.00068093;0.016704;0.00052894;8.6112e-007;0.0018837
0.77051;0.071449;0.00056818;0.10947;8.8384e-006;1.8939e-005;3.0303e-005
0.91534;0.02906;0;0.027926;0;0;0
0.77364;0.054544;0.00013434;0.11865;0;0;0
0.76489;0.10091;0;0.096349;0;0;0
0.8499;0.083927;1.1808e-006;0.053327;0;0;0
0.94601;0;0.048785;0;0;0;0
0.81084;0.087187;0;0.09234;0;0;0
0.86758;0.02393;0.0086427;0.057033;5.5605e-007;1.6681e-006;0.0021419
0.52687;0.25014;0.0001647;0.097036;0;0;8.0853e-005
0.95087;0.021425;0.00012834;0.017979;0;0;4.4493e-005
0.75257;0.036457;0.022626;0.058742;0.0046769;4.7159e-005;0.036844
0.883;0.08986;0;0.015646;2.1478e-006;4.2955e-006;0
0.96578;0.025469;0;0.0065306;0;0;0
0.85279;0.10319;0.0001676;0.02737;0;0;6.8578e-007
0.79106;0.12993;2.3974e-006;0.06259;5.9936e-006;3.4763e-005;3.5962e-006
0.97203;0.016655;0;0.010821;0;0;0
0.90512;0.019797;7.6341e-005;0.031491;0.00020081;5.8086e-005;8.132e-005
0.93372;0.040646;0;0.018285;0;0;0
0.79138;0.1566;0;0.042006;0;6.419e-006;5.3492e-007
0.86922;0.08228;5.4206e-007;0.037825;1.6262e-006;2.1683e-006;1.6262e-006
0.95857;0.031139;0;0.0067772;0;0;0
0.94936;0.020204;7.8196e-005;0.008738;1.0911e-005;0;6.0011e-005
0.88225;0.060671;4.996e-006;0.047527;0;0;0
0.91012;0.08198;0;0.0043836;0;1.4661e-006;0
0.9245;0.059759;0;0.015736;0;5.5933e-007;0
0.86947;0.092756;9.7667e-005;0.034291;3.1505e-007;0;7.5613e-006
0.88994;0.087592;0;0.019487;0;0;0
0.71304;0.0024714;0.00076436;0.0060081;0.015022;0.00015809;0.022051
0.91954;0.039795;0;0.040519;0;0;0
0.92086;0.05528;0.00035156;0.019796;4.1556e-007;0;1.7453e-005
0.8178;0.1057;2.5178e-006;0.060751;0;1.9368e-007;0
0.90315;0.023226;0.00045631;0.045651;3.1994e-006;7.9984e-007;3.0594e-005
0.8799;0.034603;1.376e-006;0.080326;0;0;0
0.53755;0.055938;0.0073352;0.12923;0.01423;0.00054962;0.022345
0.21083;0.0079933;0.025436;0.09289;0.049928;0.00096824;0.032829
0.24273;0.020758;0.029827;0.06079;0.058586;3.2091e-005;0.39289
0.2679;0.0043636;0.017642;0.039027;0.12553;3.3553e-006;0.14849
0.2569;0.042754;0.093093;0.17554;0.053468;2.5449e-005;0.10152
0.12003;0.080061;0.0083146;0.37992;0.0071895;0.00073542;0.010118
0.37688;0.035545;0.020888;0.27764;0.12978;2.5085e-005;0.018833
0.27745;0.29687;0.05928;0.17365;0.073636;0.0012145;0.032177
0.22564;0.12115;0.0036041;0.36822;0.052077;0.003352;0.029474
0.40082;0.13535;0.026523;0.13904;0.15286;0.00026607;0.1031
0.40961;0.11592;0.011014;0.24414;0.084209;0.0031196;0.016186
0.51965;0.12458;0.017494;0.2095;0.032222;2.0255e-005;0.050725
0.20565;0.22711;0.0022413;0.37957;0.048365;0.00094391;0.026694
0.71886;0.0057012;0.00054878;0.01852;0.16711;8.4428e-005;0.037505
0.26055;0.086088;0.03609;0.16755;0.03961;0.0074225;0.026534
0.50874;0.16488;0.013741;0.22105;7.4498e-006;7.4498e-006;0.0012143
0.66275;0.11831;0.012993;0.13218;0.0079201;0.00022222;0.010626
0.05742;0.10464;0.0055922;0.49987;3.6598e-006;1.2199e-006;2.8058e-005
0.57331;0.1111;4.3107e-005;0.13208;0.15421;0.0015533;0.0043208
0.43193;0.47792;0.00020604;0.05604;0.0017021;0.0010991;2.0716e-005
0.025271;0.22026;0.0065548;0.73125;0;0;0
0.044247;0.17689;0.0081185;0.49536;0.0019575;8.4422e-005;0.0094517
0.78468;0.013866;0.0015604;0.077753;0.045208;0.00047542;0.021396
0.28107;0.20854;0.0029691;0.31948;0.0042346;0.00036296;0.0074111
0.25664;0.11138;0.00056654;0.2732;0.0037349;0.0011985;0.00074921
