0.5627;0.027201;0.034783;0.24285;0.051671;9.3657e-005;0.035202
0.53824;0.072956;0.031;0.35483;0;0;0
0.41768;0.19401;0.0041997;0.3809;0;0;0
0.46509;0.17898;0.013155;0.31206;0.00030461;3.1025e-005;0.00067127
0.35311;0.032675;0.11394;0.42204;0.012492;7.2616e-006;0.064635
0.55074;0.071234;0.00015192;0.0090891;0.073847;0.020639;0.0914
0.52397;0.058552;0.029631;0.2543;0.0028767;4.8299e-005;0.000847
0.29361;0.043741;0.027541;0.13068;0.019748;0.0049985;0.014939
0.27205;0.07163;0.0001203;0.04817;0.095854;0.069886;0.016928
0.22506;0.12833;0.056174;0.37867;0.0061361;0.0003093;0.025454
0.51286;0.18423;0.01135;0.16407;0.085275;0.00049727;0.015226
0.23835;0.19052;0.02325;0.381;0.00016458;2.0833e-006;0.12176
0.53479;0.014734;0.020555;0.17781;0.0089816;6.012e-005;0.014916
0.21893;0.082443;0.0074998;0.091039;0.023417;0.00034489;0.02833
0.07849;0.12139;0;0.12352;0;0;0
0.23366;0.13149;0.0030994;0.10557;0.00042097;0.00031265;0.00032988
0.19484;0.032352;0.12754;0.12928;0.001695;7.4668e-005;0.033776
0.19095;0.14761;0.0011523;0.25909;0.035915;0.0003502;0.12794
0.48354;0.025802;0.027427;0.097061;0.0014356;1.2349e-005;0.019422
